System Name,System Type,CPU Count,CPU Ppin,CPU Serial Number,Memory Count,Memory Size,Memory Speed,BIOS,Board Product,HW Config,Board Serial,PBA,SuperGroup,Group,Team,Division,Subdivision,Discipline,Val Team,Function,Pool,Product,Project,Processor,Domain,Activity,Owner,Site,Active State,System State,NGA Project,NGA Activity,NGA Config,Last Scan,BAT Result,HMA Version,Location,HMA Status
sr48dml033s0602,BHS-AVC-GNR,1,5D2FC65C0F61B654,747D9D7300052,12,768.0,6400,BHSDCRB1.IPC.3544.P80.2506250319,AvenueCity,,MVAJ30100028,M23789-302,DCAI,PSE,SNV.ACE,SNV,ACE,PVST,PV.Shared.ALL,PV,Shared,GNR-AP,GNR,Granite Rapid AP,ALL,Execution.Released,"Misra, Amruta",SRR,Validation,online,,,,2025-09-15T11:43:36,Pass,3.3.1.10,,Running
sr48dml033s0603,EGS-ARC-EMR,1,1967E32F2920EFE3,D2QW241200386,8,256.0,5600,EGSDCRB1.86B.1752.P05.2401050243,ArcherCity,,QSA104500086,K46386-401,DCAI,PSE,,,CFE,PVST,PV.Shared.ALL,PV,Shared,EMR-SP,EMR,Emerald Rapid,ALL,Execution.Released,"Jayaram, Gokulakrishnan; A G, ManjunathX",SRR,Validation,online,,,,2025-06-25T09:50:42,Fail,3.3.1.10,,Running
sr48dml034s0202,BHS-BNC-SRF,1,3F101DCA3BA5BD18,D3H28S5200426,8,384.0,6400,BHSDCRB1.IPC.3544.P80.2506250006,BeechnutCity,,BQB424800315,M61861-203,DCAI,PSE,SNV.ACE,SNV,ACE,PVST,PV.Shared.ALL,PV,Shared,GNR-SP,GNR,Sierra Forest SP,ALL,Execution.Released,"Solorzano Avila, Miriam; Yao, Jieling",SRR,Validation,online,,,,2025-08-14T04:25:48,Pass,3.3.1.10,,Running
sr48dml034s0302,BHS-AVC-CWF,1,4E1BCFCBFF090C3E,D5Y5X64400577,12,768.0,6400,BHSDCRB1.IPC.3544.P97.2508180758,AvenueCity,,MVAJ32900008,M23789-402,DCAI,PSE,SNV.ACE,SNV,ACE,PVST,PV.Shared.ALL,PV,Shared,SRF-AP,SRF,Clear Water Forest AP,ALL,Execution.Released,"Solorzano Avila, Miriam; Yao, Jieling",SRR,Validation,online,,,,2025-09-11T04:41:00,Pass,3.3.1.10,,Running
sr48dml034s0402,BHS-AVC-SRF,1,3FF8D94A7F55A868,D451V5C300026,12,768.0,5600,BHSDCRB1.IPC.3544.P63.2504210117,AvenueCity,,MVAJ32900019,M23789-402,DCAI,PSE,SNV.ACE,SNV,ACE,PVST,PV.Shared.ALL,PV,Shared,SRF-AP,SRF,Sierra Forest AP,ALL,Execution.Released,"Solorzano Avila, Miriam; Yao, Jieling",SRR,Validation,online,,,,2025-07-22T11:30:15,Pass,3.3.1.10,,Running
sr48dml034s0502,BHS-AVC-SRF,1,3FCDE6CD5335867A,D3BM421200160,12,768.0,7200,BHSDCRB1.IPC.3544.P97.2508180758,AvenueCity,,MVAJ32900023,M23789-404,DCAI,PSE,SNV.ACE,SNV,ACE,PVST,PV.Shared.ALL,PV,Shared,SRF-AP,SRF,Sierra Forest AP,ALL,Execution.Released,"Solorzano Avila, Miriam; Yao, Jieling",SRR,Unassigned,online,,,,2025-09-25T10:11:13,Pass,3.3.1.10,,Not Running
sr48dml035s0102,KVL-KVL-GNRD,1,4EB0C94AE709A066,75W68B9600272,1,24.0,5600,KVLDCRB1.IPC.3038.P15.2509171736,Kaseyville RP,,,M59789-200,DCAI,PSE,,,,,Labs,Labs,,,,Granite Rapid D,Execution ,,"Mohammed, Yaseen; Bandal, Shankar",SRR,Unassigned,online,,,,2025-09-01T06:39:49,Pass,3.3.1.10,,Running
sr48dml035s0202,KVL-KVL-GNRD,1,4EAA3A4BAAA3EB6D,75CK211000136,2,32.0,6400,KVLDCRB1.IPC.3038.P15.2509171736,,,,M59789-200,DCAI,PSE,,,,,Labs,Labs,,,,Granite Rapid D,RASP,,"Mohammed, Yaseen; Bandal, Shankar",SRR,Unassigned,online,,,,2025-08-21T17:28:03,Fail,3.3.1.10,,Running
sr48dml035s0402,KVL-KVL-GNRD,1,4EC944CC5A06E979,75W68B9600117,2,32.0,6400,KVLDCRB1.IPC.3038.P15.2509171736,Kaseyville RP,,,M59789-201,DCAI,PSE,,,,,Labs,Labs,,,,Granite Rapid D,Execution ,,"Mohammed, Yaseen",SRR,Validation,online,,,,2025-08-22T11:49:37,Pass,3.3.1.10,,Running
sr48dml035s0502,KVL-KVL-GNRD,1,4EC7A54C786A6444,75HT328200116,2,128.0,6400,KVLDCRB1.IPC.3038.P14.2509091555,Kaseyville RP,,,M59789-201,DCAI,PSE,,,,,Labs,Labs,,,,Granite Rapid D,Execution ,,"Mohammed, Yaseen; Bandal, Shankar",SRR,Validation,online,,,,2025-09-17T09:06:26,Pass,3.3.1.10,,Running
sr48dml037s0201,KVL-KVL-GNRD,1,4EAA90BC87820625,75YV568600046,8,512.0,5600,KVLDCRB1.IPC.3038.P11.2507100223,Kaseyville RP,,,M59789-201,DCAI,PSE,,,,,Labs,Labs,,,,Granite Rapid D,DPMO,,"Mohammed, Yaseen; Bandal, Shankar",SRR,Validation,online,,,,2025-08-21T10:27:28,Fail,3.3.1.10,,Running
sr48dml037s0202,KVL-KVL-GNRD,1,3FEC736B19B31412,74YY446500394,1,64.0,5600,KVLDCRB1.IPC.3038.P05.2504171843,KVL XRP,,,N12917-100,DCAI,PSE,,,,,Labs,Labs,,,,Granite Rapid D,Automation,,"Mohammed, Yaseen; Bandal, Shankar",SRR,Validation,online,,,,2025-09-09T08:57:10,Pass,3.3.1.10,,Running
sr48dml037s0203,KVL-KVL-GNRD,1,3A1468103BB9BB9D,D3UY260000288,1,16.0,5600,KVLDCRB1.IPC.0020.D62.2402220845,KVL XRP,,,N12917-100,DCAI,PSE,,,,,Labs,Labs,,,,Granite Rapid D,Automation,,"Mohammed, Yaseen; Bandal, Shankar",SRR,Validation,online,,,,2024-09-21T10:31:45,Pass,2.1.2.10,,Running
sr48dml037s0204,KVL-KVL-GNRD,1,4EC7A75DA3705CF5,75HT328200095,2,128.0,5600,KVLDCRB1.IPC.3038.P15.2509171736,Kaseyville RP,,,M59789-201,DCAI,PSE,,,,,Labs,Labs,,,,Granite Rapid D,Execution,,"Mohammed, Yaseen; Bandal, Shankar",SRR,Unassigned,online,,,,2025-08-22T07:08:29,Fail,3.2.1.10,,Not Running
sr48dml038s0402,KVL-KVL-GNRD,1,4EACF54A0ABF583A,75W68B9600180,14,896.0,6400,KVLDCRB1.IPC.3038.P15.2509171736,Kaseyville RP,,,M59789-201,DCAI,PSE,,,,,Labs,Labs,,,,Granite Rapid D,RASP,,"Mohammed, Yaseen",SRR,Validation,online,,,,2025-09-02T08:39:25,Pass,3.3.1.10,,Running
sr48dml038s0502,KVL-KVL-GNRD,1,4B80C0CA669BAD02,74Q4056E00241,2,32.0,4800,KVLDCRB1.IPC.3038.P11.2507100223,Kaseyville RP,,,M59789-201,DCAI,PSE,,,,,Labs,Labs,,,,Granite Rapid D,Domain System 	,,"Mohammed, Yaseen; Bandal, Shankar",SRR,Validation,online,,,,2025-05-07T09:28:39,Fail,3.3.1.10,,Running
sr48dml038s0602,KVL-KVL-GNRD,1,4892B0CB1D4B7C20,74SQ552500482,8,128.0,6400,KVLDCRB1.IPC.3038.P15.2509171736,Kaseyville RP,,,M59789-201,DCAI,PSE,,,,,Labs,Labs,,,,Granite Rapid D,RASP,,"Mohammed, Yaseen; Bandal, Shankar",SRR,Validation,online,,,,2025-01-16T05:52:46,Pass,3.3.1.10,,Running
sr48dml039s0101,BHS-BNC-GNR,4,"45CE40CCA5A19833, 465C9ACC6E25EB5D, 46DB8110813016BB, 45CEFE4A99BD4E0B","44435KK700085, 44BD845700544, 44YG196800574, 44X98V9300208",32,4096.0,5600,BHSDCRB1.IPC.3544.O05.2507252227,BeechnutCityM,,BQB433600057,M36846-302,DCAI,PSE,SNV.CFE,SNV,CFE,PVST,PV.Shared.ALL,PV,Shared,GNR-SP,GNR,Granite Rapid SP,ALL,Execution.Released,"Solorzano Avila, Miriam; Yao, Jieling",SRR,Validation,online,IPU_GNR_SP,,Birch_Stream_Platform_GNR_SP-GNR-SP4S_19,2025-08-01T09:40:34,Pass,3.3.1.10,,Running
sr48dml039s0102,BHS-BNC-SRF,1,3C14560861C73223,D3EP862400072,16,512.0,5600,BHSDCRB1.IPC.3545.P03.2509190048,BeechnutCity,,BQB431000041,M61861-205,DCAI,PSE,SNV.CFE,SNV,CFE,PVST,PV.Shared.ALL,PV,Shared,SRF-SP,SRF,Sierra Forest SP,ALL,Execution.Released,"Solorzano Avila, Miriam; Govindan, Aneesh",SRR,Validation,online,XPIV_SRF_BKC,,Birch_Stream_Platform_SRF_SP-SRF1S_09,2025-03-17T05:52:39,Pass,3.3.1.10,,Running
sr48dml039s0103,BHS-BNC-SRF,2,"3F2B6210EDED249D, 3F2B6110393D62E3","D4621EE300186, D4621EE300438",16,1024.0,6400,BHSDCRB1.IPC.3544.P11.2410022202,BeechnutCity,,BQB431000082,M61861-205,DCAI,PSE,SNV.CFE,SNV,CFE,PVST,PV.Shared.ALL,PV,Shared,SRF-SP,SRF,Sierra Forest SP,ALL,Execution.Released,"Solorzano Avila, Miriam; Govindan, Aneesh",SRR,Validation,online,,,,2024-10-07T13:55:47,Pass,3.3.1.10,,Running
sr48dml039s0201,BHS-BNC-GNR,4,"04C5B15D23E21010, 04C5AB5D47AF1E0B, 04C5B35D4D0E6938, 04C4C45DBDC48491","D4195KB200298, D4463HH400287, D4195KB200046, D4463HH400134",64,4096.0,6400,BHSDCRB1.IPC.3544.O05.2507252227,BeechnutCityM,,BQB433500818,M36846-302,DCAI,PSE,SNV.CFE,SNV,CFE,PVST,PV.Shared.ALL,PV,Shared,GNR-SP,GNR,Granite Rapid SP,ALL,Execution.Released,"Jayaram, Gokulakrishnan; T, Hariharan; M R, Manohara",SRR,Validation,online,,,,2025-07-18T11:01:50,Pass,3.3.1.10,,Not Running
sr48dml039s0202,BHS-BNC-SRF,1,3CF4E02F85998028,D3DX797500187,4,128.0,5600,BHSDREL1.IPC.3085.M19.2409110027,BeechnutCity,,BQB431100253,M61861-205,DCAI,PSE,SNV.CFE,SNV,CFE,PVST,PV.Shared.ALL,PV,Shared,SRF-SP,SRF,Sierra Forest SP,ALL,Execution.Released,"Solorzano Avila, Miriam; Govindan, Aneesh",SRR,Validation,online,IPU SRF SP,,Birch_Stream_Platform_SRF_SP-SUT_630087,2024-10-08T07:06:59,Pass,3.3.1.10,,Running
sr48dml039s0203,BHS-BNC-SRF,2,"3D7C75CCD3480E48, 3D7C744BCEAF676E","D3HY672900024, D3HY672900149",32,2048.0,6400,BHSDCRB1.IPC.3545.P03.2509190048,BeechnutCity,,BQB431000121,M61861-205,DCAI,PSE,SNV.CFE,SNV,CFE,PVST,PI.Domain.BKC,PI,Domain,SRF-SP,SRF,Sierra Forest SP,BKC,Execution.Released,"Solorzano Avila, Miriam; Govindan, Aneesh",SRR,Validation,online,XPIV_SRF_BKC,,Birch_Stream_Platform_SRF_SP-BHS-SRF-SP-BKC_ROW_C0_CFG6_CentOS,2025-05-08T09:20:47,Pass,3.3.1.10,,Running
sr48dml039s0302,KVL-KVL-GNRD,1,51886FCB8859802E,758GP36600445,4,64.0,4800,KVLDINT1.86B.3038.P15.2509171729,,,,M59789-201,DCAI,PSE,,,,,Labs,Labs,,,,Granite Rapid D,RASP,,"Mohammed, Yaseen; Bandal, Shankar",SRR,Validation,online,,,,2025-09-30T10:54:25,Fail,2.1.2.10,,Not Running
sr48dml039s0402,KVL-KVL-GNRD,1,4B9F0FCD9677934B,74Q4056E00102,4,256.0,5600,KVLDCRB1.IPC.3038.P15.2509171736,Kaseyville RP,,,M59789-300,DCAI,PSE,,,,,Labs,Labs,,,,Granite Rapid D,RASP,,"Mohammed, Yaseen; Bandal, Shankar",SRR,Validation,online,,,,2025-09-29T09:47:33,Pass,3.3.1.10,,Running
sr48dml039s0502,KVL-KVL-GNRD,1,1C2727775F9707FB,74RK157500249,2,128.0,5600,KVLDCRB1.IPC.3038.P13.2508220617,Kaseyville RP,,,M59789-201,DCAI,PSE,,,,,Labs,Labs,,,,Granite Rapid D,RASP,,"Mohammed, Yaseen; Bandal, Shankar",SRR,Validation,online,,,,2025-08-20T07:13:42,Pass,3.3.1.10,,Running
sr48dml039s0602,KVL-KVL-GNRD,1,4EC941CC60459B32,75W68B9600066,8,512.0,5600,KVLDCRB1.IPC.3038.P15.2509171733,Kaseyville RP,,,M59789-201,DCAI,PSE,,,,,Labs,Labs,,,,Granite Rapid D,RASP,,"Mohammed, Yaseen; Bandal, Shankar",SRR,Validation,online,,,,2025-08-21T09:09:13,Fail,3.2.1.10,,Not Running
sr48dml039s0702,KVL-KVL-GNRD,1,48782C777556615A,75UN714300331,8,128.0,6400,KVLDCRB1.IPC.3038.P15.2509171736,,,,M59789-201,DCAI,PSE,,,,,Labs,Labs,,,,Granite Rapid D,RASP,,"Mohammed, Yaseen; Bandal, Shankar",SRR,Validation,online,,,,2025-07-31T07:12:41,Fail,3.3.1.10,,Running
sr48dml040s0101,BHS-BNC-GNR,4,"467C6FFCBE59A81D, 467BE84A6F144F21, 467BA61001C96AE1, 4508F94900336E01","44BG554800560, 44BG554800840, 44BG554801017, 440K4C6900350",64,4096.0,6400,BHSDCRB1.86B.0032.D75.2405212035,BeechnutCityM,,BQB431000325,M36846-104,DCAI,PSE,SNV.ACE,SNV,ACE,PVST,PV.Shared.ALL,PV,Shared,GNR-SP,GNR,Granite Rapid SP,ALL,Execution.Released,"Jayaram, Gokulakrishnan; A G, ManjunathX",SRR,Validation,online,,,,2025-07-21T09:17:10,Pass,3.3.1.10,,Running
sr48dml040s0102,BHS-BNC-SRF,1,3C7DC32FD723C322,D34UN21500260,8,256.0,5600,BHSDCRB1.IPC.3544.P80.2506190528,BeechnutCity,,BQB431100200,M61861-205,DCAI,PSE,SNV.CFE,SNV,CFE,PVST,PV.Domain.Interop,PV,Domain,SRF-SP,SRF,Sierra Forest SP,Interop,Execution.Released,"Jayaram, Gokulakrishnan; A G, ManjunathX",SRR,Validation,online,,,,2025-07-28T03:02:06,Pass,3.3.1.10,,Running
sr48dml040s0103,BHS-BNC-SRF,1,3CF5AE4B77D59751,D3DX797500158,8,256.0,5600,BHSDCRB1.IPC.0030.D67.2403052352,BeechnutCity,,BQB431100242,M61861-205,DCAI,PSE,SNV.CFE,SNV,CFE,PVST,PV.Domain.Interop,PV,Domain,SRF-SP,SRF,Sierra Forest SP,Interop,Execution.Released,"Jayaram, Gokulakrishnan; A G, ManjunathX",SRR,Validation,online,,,,2025-06-26T05:00:50,Pass,3.3.1.10,,Running
sr48dml040s0201,BHS-BNC-GNR,4,"4301644B413ED05A, 43016608CF99B2A0, 43017CCC9135D41F, 430165088D295111","D4873JX700315, D4202WX100292, D4202WX100072, D4165QA100132",32,2048.0,6400,BHSDCRB1.IPC.3275.D01.2405240538,BeechnutCityM,,BQB433500826,M36846-302,DCAI,PSE,SNV.CFE,SNV,CFE,PVST,PV.Shared.ALL,PV,Shared,GNR-SP,GNR,Granite Rapid SP,ALL,Execution.Released,"Jayaram, Gokulakrishnan; A G, ManjunathX",SRR,Validation,online,,,,2025-06-24T11:51:14,Pass,3.3.1.10,,Running
sr48dml040s0202,BHS-BNC-SRF,1,3CB7354769C111C5,D39L68W900142,8,256.0,5600,BHSDCRB1.IPC.3544.P60.2504160745,BeechnutCity,,BQB431100220,M61861-205,DCAI,PSE,SNV.CFE,SNV,CFE,PVST,PV.Domain.HSIO,PV,Domain,SRF-SP,SRF,Sierra Forest SP,HSIO,Execution.Released,"Jayaram, Gokulakrishnan; A G, ManjunathX",SRR,Validation,online,IPU SRF SP,,Birch_Stream_Platform_SRF_SP-SRF1S_08,2024-08-12T05:43:12,Pass,3.3.1.10,,Running
sr48dml040s0203,BHS-BNC-SRF,1,3C684A4A45259C2C,D3KG422700020,8,256.0,5600,BHSDCRB1.IPC.3085.M14.2408050216,BeechnutCity,,BQB431000246,M61861-205,DCAI,PSE,SNV.CFE,SNV,CFE,PVST,PV.Domain.HSIO,PV,Domain,SRF-SP,SRF,Sierra Forest SP,HSIO,Execution.Released,"Jayaram, Gokulakrishnan; A G, ManjunathX",SRR,Validation,online,,,,2024-11-12T10:43:18,Pass,3.3.1.10,,Running
sr48dml049s0101,BHS-BNC-SRF,2,"3F775BCB22E92E40, 3F775BCCFC81F77E","D4381BW700175, D4381BW700291",16,1024.0,6400,BHSDCRB1.IPC.3544.P21.2411070014,BeechnutCity,,BQB424500026,M61861-203,DCAI,PSE,SNV.CFE,SNV,CFE,PVST,PI.Domain.BKC,PI,Domain,SRF-SP,SRF,Sierra Forest SP,BKC,Execution.Released,"Solorzano Avila, Miriam; Govindan, Aneesh",SRR,Validation,online,XPIV_SRF_BKC,,Birch_Stream_Platform_SRF_SP-BHS-SRF-SP-BKC_ROW_CFG3_WINDOWS,2024-11-13T12:24:55,Pass,3.3.1.10,,Running
sr48dml049s0102,BHS-BNC-SRF,2,"3F2B39CCB66B2731, 3F3F7CCC9EEB9D71","D4621EE300431, D4621EE300421",16,1024.0,6400,BHSDCRB1.IPC.3544.P36.2502102159,BeechnutCity,,BQB424500099,M61861-203,DCAI,PSE,SNV.CFE,SNV,CFE,PVST,PV.Domain.MSS,PV,Domain,SRF-SP,SRF,Sierra Forest SP,MSS,Execution.Released,"Jayaram, Gokulakrishnan; A G, ManjunathX",SRR,Unassigned,online,XPIV_SRF_BKC,,Birch_Stream_Platform_SRF_SP-SRF2S_37,2025-04-09T04:12:41,Pass,3.2.1.10,,Not Running
sr48dml049s0103,BHS-BNC-SRF,2,"3F770DCC0028880A, 3F7221CDD7C5C020","D4381BW700048, D4381BW700040",16,512.0,5600,BHSDCRB1.PFT.0031.D93.2404172212,BeechnutCity,,BQB424500179,M61861-203,DCAI,PSE,SNV.ACE,SNV,ACE,PVST,PV.Shared.ALL,PV,Shared,SRF-SP,SRF,Sierra Forest SP,ALL,Execution.Released,"Solorzano Avila, Miriam; Govindan, Aneesh",SRR,Validation,online,,,,2025-07-31T06:24:12,Pass,3.3.1.10,,Running
sr48dml049s0104,BHS-BNC-SRF,2,"3F2B3A4D2B3A334E, 3F3F7CCD4F3CA50F","D4621EE300182, D4621EE300280",16,512.0,6400,BHSDCRB1.IPC.3544.P36.2502102159,BeechnutCity,,BQB424900064,M61861-203,DCAI,PSE,SNV.CFE,SNV,CFE,PVST,PV.Domain.Virtualization,PV,Domain,SRF-SP,SRF,Sierra Forest SP,Virtualization,Execution.Released,"Solorzano Avila, Miriam; Govindan, Aneesh",SRR,Validation,online,XPIV_SRF_BKC,,Birch_Stream_Platform_SRF_SP-SRF2S_25,2025-03-18T05:54:02,Pass,3.3.1.10,,Running
sr48dml049s0202,BHS-BNC-SRF,2,"3FA60F4DD7999518, 3FA61047CFBAA9D3","D3853NK500065, D3R71V7500311",16,1024.0,6400,BHSDCRB1.IPC.3544.P80.2506250003,BeechnutCity,,BQB424500092,M61861-203,DCAI,PSE,SNV.CFE,SNV,CFE,PVST,PV.Domain.RAS,PV,Domain,SRF-SP,SRF,Sierra Forest SP,RAS,Execution.Released,"Jayaram, Gokulakrishnan; A G, ManjunathX",SRR,Validation,online,XPIV_SRF_BKC,,Birch_Stream_Platform_SRF_SP-SRF2S_49,2025-07-16T10:53:10,Pass,3.3.1.10,,Running
sr48dml049s0302,BHS-AVC-GNR,2,"38C4A37979AD5C69, 38B3A579D37A2946","75KQ224300323, 75V983N500534",24,1536.0,6400,BHSDCRB1.IPC.3544.P80.2506250319,AvenueCity,,MVAJ25200008,M23789-302,DCAI,PSE,SNV.CFE,SNV,CFE,PVST,PV.Shared.ALL,PV,Shared,GNR-AP,GNR,Granite Rapid AP,ALL,Execution.Released,"Jayaram, Gokulakrishnan; A G, ManjunathX",SRR,Validation,online,,,,2025-08-08T05:40:26,Pass,3.3.1.10,,Running
sr48dml049s0401,EGS-ARC-SPR,2,"868E51402B336B78, 86D12C4083A0C7ED","M35F3K9100528, M3KG214800487",16,1024.0,4800,EGSDCRB1.JEN.0116.D08.2509030250,ArcherCity,,QSA102100054,,DCAI,PSE,SNV.CFE,SNV,CFE,PVST,PV.Shared.ALL,PV,Shared,SPR-SP,SPR,Sapphire Rapid,ALL,Execution.Released,"Jayaram, Gokulakrishnan; A G, ManjunathX",SRR,Unassigned,maintenance,,,,2025-01-22T04:25:57,Pass,2.1.2.10,,Running
sr48dml050s0101,BHS-BNC-SRF,2,"3F2AD64DA8889931, 3F2AD92F953CDA2D","D4381BW700314, D4381BW700168",32,2048.0,6400,BHSDCRB1.IPC.3545.P03.2509190048,BeechnutCity,,BQB424500126,M61861-203,DCAI,PSE,SNV.CFE,SNV,CFE,PVST,PV.Domain.Security,PV,Domain,SRF-SP,SRF,Sierra Forest SP,Security,Execution.Released,"Solorzano Avila, Miriam; Govindan, Aneesh",SRR,Validation,online,IPU SRF SP,,Birch_Stream_Platform_SRF_SP-P410-610,2025-07-21T04:41:48,Pass,3.3.1.10,,Running
sr48dml050s0102,BHS-BNC-SRF,2,"3D7B22CDC1C5DE47, 3D7B224C145BF63D","D3HY672900038, D3HY672900020",16,512.0,6400,BHSDCRB1.IPC.3544.P24.2411191909,BeechnutCity,,BQB424700063,M61861-203,DCAI,PSE,SNV.ACE,SNV,ACE,PVST,PV.Domain.Virtualization,PV,Domain,SRF-SP,SRF,Sierra Forest SP,Virtualization,Execution.Released,"Solorzano Avila, Miriam; Govindan, Aneesh",SRR,Unassigned,maintenance,NGA DMR Mock,execution,Oak_Stream_Platform_1_DMR-Dummy_OKS-AP,2025-09-11T11:38:34,Pass,3.3.1.10,,Running
sr48dml050s0103,BHS-BNC-SRF,2,"3C14174EA5B83264, 3C14554D84E2CE17","D3EP862400031, D3EP862400121",16,512.0,6400,BHSDREL1.IPC.3544.P29.2412180234,BeechnutCity,,BQB431200284,M61861-205,DCAI,PSE,SNV.CFE,SNV,CFE,PVST,PV.Domain.DPMO,PV,Domain,SRF-SP,SRF,Sierra Forest SP,DPMO,Execution.Released,"Solorzano Avila, Miriam; Govindan, Aneesh",SRR,Validation,online,,,,2025-01-31T04:38:24,Pass,3.3.1.10,,Running
sr48dml050s0201,EGS-ARC-SPR,4,"359C635B571F8B2C, 37C44E5B69A44F92, 35D04A5BF38268C9, 35EF7A5B9B05224C","M4448BG300614, M4448BG300603, M4448BG300607, M4448BG300563",32,1024.0,4800,EGSDCRB1.JEN.0116.D10.2509180722,ArcherCityM,,QSA103500098,,DCAI,PSE,SNV.CFE,SNV,CFE,PVST,PV.Domain.DPMO,PV,Domain,SPR-SP,SPR,Sapphire Rapid,DPMO,Execution.Released,"Jayaram, Gokulakrishnan; A G, ManjunathX",SRR,Validation,online,,,,2025-03-20T11:28:54,Fail,3.3.1.10,,Running
sr48dml050s0202,BHS-BNC-SRF,2,"3F05914A218AD571, 3F059110D7AC90F8","D3H28S5200242, D3H28S5200310",16,512.0,6400,BHSDCRB1.IPC.3544.P36.2502102159,BeechnutCity,,BQB431200160,M61861-205,DCAI,PSE,SNV.CFE,SNV,CFE,PVST,PV.Shared.ALL,PV,Shared,SRF-SP,SRF,Sierra Forest SP,ALL,Execution.Released,"Jayaram, Gokulakrishnan; A G, ManjunathX",SRR,Validation,online,XPIV_SRF_BKC,,,2025-03-19T11:00:02,Pass,3.3.1.10,,Running
sr48dml050s0302,BHS-BNC-SRF,2,"3F05914B9681B83E, 3F0592109FEE5322","D3H28S5200069, D3H28S5200447",16,512.0,6400,BHSDCRB1.IPC.3544.P36.2502102159,BeechnutCity,,BQB431000127,M61861-205,DCAI,PSE,SNV.CFE,SNV,CFE,PVST,PV.Shared.ALL,PV,Shared,SRF-SP,SRF,Sierra Forest SP,ALL,Execution.Released,"Jayaram, Gokulakrishnan; A G, ManjunathX",SRR,Validation,online,XPIV_SRF_BKC,,Birch_Stream_Platform_SRF_SP-SRF2S_27,2025-03-12T08:01:21,Pass,3.3.1.10,,Running
sr48dml050s0402,BHS-BNC-SRF,2,"3F1EBFCA02649101, 3F1EBECB2580D069","D4381BW700112, D4381BW700031",16,512.0,6400,BHSDCRB1.IPC.3544.O05.2507310955,BeechnutCity,,BQB424800164,M61861-203,DCAI,PSE,SNV.ACE,SNV,ACE,PVST,RTFS.Mock,RTFS,Mock,SRF-SP,SRF,Sierra Forest SP,ALL,Execution.Released,"Rekam, Sai Kiran; Jin, Reesa",SRR,Validation,online,dmr_pv,execution,Oak_Stream_Platform_1_DMR-PD025-515,2025-08-05T04:26:16,Pass,3.3.1.10,,Running
sr48dml050s0502,BHS-AVC-CWF,1,1DAB0377FF66A489,D5RL584400115,12,1152.0,7200,BHSDCRB1.IPC.3544.P80.2506182048,AvenueCity,,MVAJ41500296,M23789-405,DCAI,PSE,SNV.ACE,SNV,ACE,PVST,PV.Domain.HSIO,PV,Domain,CWF-AP,CWF,Clear Water Forest AP,HSIO,Execution.Released,"Bollandoor, Jagadeesha",SRR,Validation,online,,,,2025-07-29T12:12:36,Pass,3.3.1.10,,Running
sr48dml050s0602,BHS-BNC-SRF,2,"3F05914D06149F29, 3F05904CDFF4AF06","D4904QD100203, D3H28S5200094",16,1024.0,6400,BHSDCRB1.IPC.3085.M19.2409110026,BeechnutCity,,BQB431000120,M61861-205,DCAI,PSE,SNV.CFE,SNV,CFE,PVST,PV.Shared.ALL,PV,Shared,SRF-SP,SRF,Sierra Forest SP,ALL,Execution.Released,"Solorzano Avila, Miriam; Govindan, Aneesh",SRR,Validation,online,,,,2025-02-13T07:14:03,Pass,3.3.1.10,,Running
sr48dml072s0601,OKS-JC-...,0,,,0,0.0,0,,OKS HPM JC1 500,,vao253200358,n68328-300,,PSE,,,,,,,,,,Unknown,RASP,,,SRR,,online,,,,2025-09-25T09:43:44,Pass,2.1.2.10,,Running
sr48dml073s0201,OKS-JC-...,0,,,0,0.0,0,OKSDCRB1.86B.1599.D51.2502071408,OKS HPM JC2,,VAO252600210,N43467-300,DCAI,PSE,SSL.LAB,SSL,LAB,PVST,Labs,Labs,,DMR-AP,DMR,Unknown,RASP,Development,,SRR,Deployment-L7 Mechanical (POK Built),online,,,,2025-09-04T03:48:22,Pass,2.1.2.10,,Running
sr48dml073s0301,OKS-JC-...,0,,,0,0.0,0,OKSDCRB1.86B.1599.D51.2502071408,OKS HPM JC2,,VAO252600190,N43467-300,DCAI,PSE,SSL.LAB,SSL,LAB,PVST,Labs,Labs,,DMR-AP,DMR,Unknown,RASP,Development,,SRR,Deployment-L7 Mechanical (POK Built),online,,,,2025-08-29T11:02:33,Pass,2.1.2.10,,Not Running
sr48dml073s0401,OKS-JC-...,0,,,0,0.0,0,,OKS HPM JC2,,VAO252600204,N43467-300,DCAI,PSE,SSL.LAB,SSL,LAB,PVST,Labs,Labs,,DMR-AP,DMR,Unknown,RASP,Development,,SRR,Deployment-L7 Mechanical (POK Built),online,,,,2025-09-11T03:39:10,Pass,2.1.2.10,,Running
sr48dml073s0501,OKS-JC-...,0,,,0,0.0,0,OKSDCRB1.86B.1599.D51.2502071408,OKS HPM JC2,,VAO252900110,N43467-300,DCAI,PSE,SSL.LAB,SSL,LAB,PVST,Labs,Labs,,DMR-AP,DMR,Unknown,RASP,Development,,SRR,Deployment-L7 Mechanical (POK Built),online,,,,2025-08-29T10:03:53,Pass,2.1.2.10,,Running
